ID_REF	GSM356334	GSM356337	GSM356335	GSM356336
ENSMUSG00000029823_at	8.789622	8.789622	9.021902	8.497854
ENSMUSG00000029826_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000029828_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000029829_at	8.778488	8.845455	7.942084	7.238424
ENSMUSG00000029831_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000029832_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000029833_at	8.423067	8.27579	9.216258	8.084043
ENSMUSG00000029837_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000029838_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000029840_at	9.102758	8.703224	8.947821	9.415458
ENSMUSG00000029843_at	3.702683	3.424912	3.424912	3.424912
ENSMUSG00000029844_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000029847_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000029848_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000029851_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000029859_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000029860_at	8.850583	7.971574	8.762955	7.868736
ENSMUSG00000029861_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000029863_at	7.21502	7.263364	8.368806	7.131335
ENSMUSG00000029864_at	11.208388	11.335607	9.953006	10.86837
ENSMUSG00000029865_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000029866_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000029867_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000029868_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000029869_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000029875_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000029882_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000029883_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000029885_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000029909_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000029910_at	5.344523	5.344523	5.344523	5.344523
ENSMUSG00000029911_at	3.541153	3.599012	3.67208	3.599012
ENSMUSG00000029913_at	5.757696	5.52616	7.79858	5.763194
ENSMUSG00000029915_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000029919_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000029920_at	6.34727	6.34727	6.403337	6.443291
ENSMUSG00000029922_at	7.443776	7.297498	9.388604	8.149693
ENSMUSG00000029923_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000029924_at	6.851695	6.80971	6.089577	6.934676
ENSMUSG00000029925_at	4.791557	4.989039	4.791557	4.791557
ENSMUSG00000029992_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000029993_at	9.056511	9.006206	8.994164	9.274115
ENSMUSG00000029994_at	9.017322	8.72326	8.556169	8.130519
ENSMUSG00000029998_at	7.538986	7.008484	6.653708	7.205428
ENSMUSG00000029999_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030000_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030001_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030002_at	7.763114	7.70774	7.685378	7.607167
ENSMUSG00000030004_at	11.46629	11.213562	12.040057	12.497754
ENSMUSG00000030007_at	9.858441	9.85185	9.862968	9.872748
ENSMUSG00000030008_at	6.300146	5.900135	3.943262	5.953794
ENSMUSG00000030016_at	7.75201	7.441258	3.992662	7.437571
ENSMUSG00000030017_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030019_at	6.265223	5.499769	5.288645	5.435685
ENSMUSG00000030022_at	2.618446	2.916895	4.297127	2.76863
ENSMUSG00000030029_at	5.914712	5.913651	6.675049	5.683487
ENSMUSG00000030030_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030031_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030032_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030034_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030035_at	8.456017	8.244738	7.738019	8.730321
ENSMUSG00000030036_at	8.271365	8.229972	6.899467	8.149982
ENSMUSG00000030037_at	9.047046	8.837447	8.608778	9.482989
ENSMUSG00000030041_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030042_at	4.94669	4.850964	4.94669	5.424261
ENSMUSG00000030043_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030045_at	5.266877	5.114491	3.662029	5.095995
ENSMUSG00000030046_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030047_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030048_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030049_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030050_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030051_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030053_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030054_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030055_at	2.321928	2.321928	2.441005	2.321928
ENSMUSG00000030056_at	2.373363	2.373363	2.373363	2.373363
ENSMUSG00000030057_at	11.408931	11.302431	11.632169	10.857657
ENSMUSG00000030058_at	8.39522	8.389523	8.195959	8.389523
ENSMUSG00000030060_at	5.724401	5.822636	5.467377	5.899332
ENSMUSG00000030061_at	8.822599	8.40648	7.739159	8.755161
ENSMUSG00000030062_at	10.438872	10.885054	10.56151	10.5351
ENSMUSG00000030064_at	5.635312	2.321928	5.996935	6.605345
ENSMUSG00000030067_at	2.321928	2.321928	3.84842	2.321928
ENSMUSG00000030068_at	6.918134	6.977983	7.063618	6.344855
ENSMUSG00000030069_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030074_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030075_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030077_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030082_at	9.060205	9.042877	9.422303	9.178975
ENSMUSG00000030083_at	4.127488	4.12894	4.127488	4.127488
ENSMUSG00000030084_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030086_at	8.224209	7.798385	7.174499	7.785517
ENSMUSG00000030087_at	10.078353	9.886843	12.153293	9.939113
ENSMUSG00000030088_at	11.80055	11.863264	11.874427	11.229191
ENSMUSG00000030089_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030091_at	3.920356	3.920356	3.920356	3.123805
ENSMUSG00000030092_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030093_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030094_at	7.566716	7.738132	8.274823	7.635262
ENSMUSG00000030095_at	5.90199	5.257368	5.268276	5.238288
ENSMUSG00000030096_at	9.54506	9.172721	10.124462	9.918467
ENSMUSG00000030098_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030101_at	7.590878	7.833304	7.558696	7.210998
ENSMUSG00000030102_at	10.383011	10.389945	10.335917	10.70445
ENSMUSG00000030103_at	10.022261	9.568114	10.751762	8.518521
ENSMUSG00000030104_at	7.59496	7.564126	7.407963	7.97601
ENSMUSG00000030105_at	7.084863	7.07226	6.838557	7.058077
ENSMUSG00000030107_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030108_at	9.364225	8.85766	8.292987	8.728478
ENSMUSG00000030109_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030110_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030111_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030114_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030116_at	5.658323	5.469403	5.783441	3.701799
ENSMUSG00000030117_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030120_at	11.016372	10.754824	10.180392	10.83862
ENSMUSG00000030122_at	9.355775	9.077769	8.477408	9.002572
ENSMUSG00000030124_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030125_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030126_at	3.051349	3.051349	3.051349	3.051349
ENSMUSG00000030127_at	7.339061	7.127419	6.852816	7.555135
ENSMUSG00000030137_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030138_at	7.700369	7.91594	7.700369	7.625523
ENSMUSG00000030142_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030144_at	2.321928	2.321928	2.33483	2.321928
ENSMUSG00000030145_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030147_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030148_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030149_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030154_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030155_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030156_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030157_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030158_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030159_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030160_at	11.313739	11.256553	10.165856	10.972168
ENSMUSG00000030161_at	12.198275	12.456555	12.770583	12.220803
ENSMUSG00000030165_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030166_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030167_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030168_at	8.234828	8.234828	8.234828	8.280673
ENSMUSG00000030170_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030172_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030173_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030177_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030178_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030180_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030187_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030188_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030189_at	9.301732	9.282372	9.396061	8.310681
ENSMUSG00000030199_at	5.940138	5.940138	5.944177	5.940138
ENSMUSG00000030200_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030201_at	2.696636	2.696636	2.696636	4.368595
ENSMUSG00000030203_at	5.118132	5.118132	5.118132	5.047759
ENSMUSG00000030204_at	7.287766	7.475722	7.806181	7.692436
ENSMUSG00000030205_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030206_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030208_at	9.205197	9.110814	8.953453	8.124245
ENSMUSG00000030209_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030213_at	5.219348	5.216896	4.823276	5.097733
ENSMUSG00000030214_at	7.81981	7.521016	7.364761	6.928388
ENSMUSG00000030216_at	7.764834	7.761878	8.279906	7.69706
ENSMUSG00000030217_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030218_at	10.74731	8.977338	11.376043	9.672325
ENSMUSG00000030219_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030220_at	8.035573	7.388652	7.826472	7.042546
ENSMUSG00000030222_at	2.991313	2.354906	4.160872	2.991313
ENSMUSG00000030223_at	5.335765	5.338407	3.500806	4.380245
ENSMUSG00000030224_at	9.847608	9.329162	10.016072	9.760318
ENSMUSG00000030225_at	9.296011	9.183959	9.024394	9.270399
ENSMUSG00000030228_at	8.032602	7.71707	6.385597	8.239391
ENSMUSG00000030230_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030231_at	3.314225	3.314225	3.314225	3.314225
ENSMUSG00000030232_at	4.643963	4.643963	4.643963	4.643963
ENSMUSG00000030235_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030236_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030237_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030243_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030244_at	4.30231	4.25438	4.25438	4.198356
ENSMUSG00000030245_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030246_at	12.511142	12.509032	12.26244	11.849152
ENSMUSG00000030247_at	2.72607	2.72607	2.72607	2.926862
ENSMUSG00000030249_at	5.179228	5.168359	5.168359	5.168359
ENSMUSG00000030254_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030255_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030256_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030257_at	3.206795	3.206795	3.206795	3.206795
ENSMUSG00000030259_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030263_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030264_at	8.229482	7.546427	8.294916	8.542759
ENSMUSG00000030265_at	8.659264	8.616003	9.074853	8.64504
ENSMUSG00000030268_at	3.895205	3.895205	3.895205	4.652168
ENSMUSG00000030269_at	7.820392	8.150248	8.974524	8.150248
ENSMUSG00000030270_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030271_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030272_at	5.611834	5.151677	4.749696	5.151677
ENSMUSG00000030275_at	8.148368	8.21858	6.986882	7.382935
ENSMUSG00000030276_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030278_at	3.624313	3.624313	2.520566	3.624313
ENSMUSG00000030279_at	2.820908	2.855685	2.820908	2.820908
ENSMUSG00000030281_at	2.78659	2.798379	2.788066	2.788066
ENSMUSG00000030282_at	8.778574	8.810516	8.673601	8.977999
ENSMUSG00000030283_at	6.310957	6.310957	4.27723	6.310957
ENSMUSG00000030284_at	6.358659	6.512228	6.371856	6.371856
ENSMUSG00000030286_at	10.640509	10.735591	10.492985	10.334505
ENSMUSG00000030287_at	2.873172	3.186716	2.871648	2.873172
ENSMUSG00000030291_at	6.893768	6.912631	7.167889	7.525197
ENSMUSG00000030292_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030298_at	9.154935	8.290059	8.253123	9.255724
ENSMUSG00000030301_at	4.269035	4.267257	4.269035	5.278913
ENSMUSG00000030302_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030303_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030304_at	6.495175	6.495757	6.495175	6.495175
ENSMUSG00000030307_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030309_at	4.468815	4.376541	3.402666	4.376541
ENSMUSG00000030310_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030313_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030314_at	5.710456	5.08074	5.512876	5.111682
ENSMUSG00000030315_at	2.321928	2.321928	2.570266	2.321928
ENSMUSG00000030316_at	6.674205	6.468504	6.642072	6.318179
ENSMUSG00000030317_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030319_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030321_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030322_at	3.773333	5.072472	3.773333	3.873592
ENSMUSG00000030323_at	7.120659	7.120659	6.968132	7.258172
ENSMUSG00000030324_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030325_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030327_at	6.70362	6.85693	6.85693	7.113777
ENSMUSG00000030329_at	2.786612	2.786612	4.232626	2.716509
ENSMUSG00000030330_at	6.915673	7.09382	7.09382	7.350995
ENSMUSG00000030335_at	4.417774	4.417774	4.417774	4.417774
ENSMUSG00000030336_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030337_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030339_at	7.466356	7.177658	7.351073	6.832073
ENSMUSG00000030340_at	8.789734	8.754582	9.111814	8.15143
ENSMUSG00000030341_at	8.806288	8.724252	9.224047	8.41533
ENSMUSG00000030342_at	9.821787	9.600123	10.507874	9.347765
ENSMUSG00000030344_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030346_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030347_at	6.624946	6.041594	3.558123	6.992408
ENSMUSG00000030350_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030351_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030352_at	6.757059	6.757059	6.757059	6.959565
ENSMUSG00000030353_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030357_at	4.945908	4.945908	4.393145	4.945908
ENSMUSG00000030359_at	2.555107	3.220585	8.788778	10.915139
ENSMUSG00000030361_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030364_at	8.687731	9.374459	7.641861	9.48909
ENSMUSG00000030365_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030366_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030368_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030373_at	2.650629	2.650629	2.737529	2.56373
ENSMUSG00000030374_at	8.749824	8.685648	8.685648	8.634689
ENSMUSG00000030376_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030378_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030380_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030382_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030385_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030386_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030393_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030397_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030399_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030400_at	2.345903	2.345903	2.345903	2.345903
ENSMUSG00000030401_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030402_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030406_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030407_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030409_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030410_at	7.709502	7.744995	7.816756	7.643534
ENSMUSG00000030411_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030413_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030421_at	7.626615	7.886059	8.627174	7.95869
ENSMUSG00000030423_at	4.995539	2.424852	6.19744	5.154073
ENSMUSG00000030424_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030428_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030431_at	8.727142	9.298509	8.868677	9.179042
ENSMUSG00000030443_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030447_at	9.851973	9.792723	9.694874	9.3628
ENSMUSG00000030450_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030451_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030452_at	8.009929	7.253114	7.531049	8.125462
ENSMUSG00000030463_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030465_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030468_at	2.321928	2.321928	2.33047	2.321928
ENSMUSG00000030470_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030471_at	7.433836	7.270995	7.305832	7.34759
ENSMUSG00000030472_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030474_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030483_at	2.321928	2.321928	5.637298	2.321928
ENSMUSG00000030484_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030486_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030491_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030492_at	12.238324	11.925717	11.15157	12.197366
ENSMUSG00000030493_at	3.835255	4.040886	3.835255	3.835255
ENSMUSG00000030494_at	6.343075	6.550898	6.747098	5.41873
ENSMUSG00000030495_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030498_at	10.627273	10.218501	8.961596	11.295089
ENSMUSG00000030499_at	6.362808	6.986699	7.156204	6.663901
ENSMUSG00000030500_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030505_at	5.206884	5.206884	5.206884	5.206884
ENSMUSG00000030507_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030509_at	2.922546	2.922546	2.922546	2.922546
ENSMUSG00000030512_at	7.389689	7.451305	8.132752	7.389689
ENSMUSG00000030513_at	6.382714	7.432186	6.178224	6.36493
ENSMUSG00000030515_at	5.892897	5.892897	5.206802	6.034857
ENSMUSG00000030516_at	10.071844	9.912455	9.878942	9.612209
ENSMUSG00000030518_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030519_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030521_at	7.356107	7.122688	7.109063	6.998782
ENSMUSG00000030523_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030525_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030527_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030528_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030530_at	8.547062	9.043195	9.363159	8.744002
ENSMUSG00000030532_at	8.098988	7.944061	6.411072	7.233826
ENSMUSG00000030533_at	5.650482	5.650482	6.55872	5.650482
ENSMUSG00000030534_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030536_at	5.586031	5.586031	5.627523	5.586031
ENSMUSG00000030538_at	10.964888	10.695477	10.674698	11.507629
ENSMUSG00000030539_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030541_at	11.240599	11.523036	11.273236	11.168966
ENSMUSG00000030543_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030544_at	2.321928	2.321928	2.321928	2.437768
ENSMUSG00000030545_at	8.803132	9.330458	9.380123	9.632858
ENSMUSG00000030549_at	8.64187	8.741053	7.218754	7.6309
ENSMUSG00000030551_at	8.832766	9.362596	8.824227	8.482809
ENSMUSG00000030553_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030554_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030555_at	3.034072	3.034072	3.034072	3.786357
ENSMUSG00000030556_at	3.573355	3.573355	3.700986	3.573355
ENSMUSG00000030557_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030559_at	7.056506	7.100181	7.03823	7.535665
ENSMUSG00000030560_at	9.970813	9.686171	10.75431	9.127554
ENSMUSG00000030562_at	11.771384	11.08704	10.17799	11.455683
ENSMUSG00000030577_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030579_at	5.064739	3.570916	6.8935	3.426385
ENSMUSG00000030583_at	7.789262	8.066012	7.621345	7.420865
ENSMUSG00000030584_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030587_at	6.986273	5.956316	6.288488	4.604266
ENSMUSG00000030588_at	8.734794	8.316632	7.149921	8.234759
ENSMUSG00000030589_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030590_at	5.708919	5.708919	5.763826	5.708919
ENSMUSG00000030591_at	10.767561	10.017971	10.285798	10.505802
ENSMUSG00000030592_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030595_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030598_at	2.321928	2.321928	3.391639	2.321928
ENSMUSG00000030600_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030602_at	6.704659	6.704659	7.111213	6.569091
ENSMUSG00000030603_at	9.192628	9.046896	8.990858	9.467811
ENSMUSG00000030604_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030605_at	9.149098	9.38134	9.449984	8.986834
ENSMUSG00000030606_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030609_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030610_at	3.516007	3.944145	3.259092	3.516007
ENSMUSG00000030611_at	8.295934	7.870712	7.14178	8.195676
ENSMUSG00000030612_at	8.962553	9.133479	8.610475	9.08041
ENSMUSG00000030613_at	9.433122	9.467666	8.617132	9.620886
ENSMUSG00000030615_at	10.580151	10.136207	10.032025	10.887873
ENSMUSG00000030616_at	8.247398	7.612484	8.181583	6.702935
ENSMUSG00000030617_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030619_at	8.852604	8.539308	9.202622	8.588984
ENSMUSG00000030621_at	8.352746	8.45919	7.708918	7.670866
ENSMUSG00000030629_at	9.926348	10.045506	10.514651	10.141708
ENSMUSG00000030630_at	11.856204	11.922896	11.620694	11.835302
ENSMUSG00000030638_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030641_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030643_at	2.766567	2.324207	2.324207	2.321928
ENSMUSG00000030647_at	11.369483	11.443391	11.316143	11.458934
ENSMUSG00000030649_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030650_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030651_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030652_at	9.44481	9.75649	8.956464	9.059344
ENSMUSG00000030653_at	8.564091	9.142496	10.089231	8.594985
ENSMUSG00000030654_at	11.58305	11.59342	11.219941	11.93632
ENSMUSG00000030655_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030659_at	6.487206	6.44047	7.785655	6.893681
ENSMUSG00000030660_at	2.321928	2.321928	2.321928	2.452269
ENSMUSG00000030662_at	8.529558	8.39725	8.305449	7.958886
ENSMUSG00000030663_at	8.390407	8.39153	9.133638	8.486175
ENSMUSG00000030664_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030666_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030669_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030670_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030672_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030674_at	8.668471	8.486182	7.289397	8.02308
ENSMUSG00000030677_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030678_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030680_at	7.083807	6.850741	4.901527	6.886374
ENSMUSG00000030681_at	6.118288	5.832113	7.346007	5.288882
ENSMUSG00000030682_at	8.425935	8.062539	8.117643	8.225631
ENSMUSG00000030683_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030685_at	5.551724	5.551724	5.551724	5.551724
ENSMUSG00000030688_at	11.590966	11.576709	11.237579	11.423822
ENSMUSG00000030689_at	2.445306	2.445306	2.445306	2.445306
ENSMUSG00000030691_at	6.957359	6.588233	6.977962	6.413125
ENSMUSG00000030693_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030695_at	12.568652	12.411845	11.510517	11.483525
ENSMUSG00000030697_at	8.891643	8.49157	7.803854	8.366838
ENSMUSG00000030699_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030701_at	6.503821	6.859296	6.469622	6.351269
ENSMUSG00000030703_at	11.38603	11.292847	11.921957	11.191833
ENSMUSG00000030704_at	9.930602	9.965658	10.201138	10.154335
ENSMUSG00000030707_at	3.600974	2.383564	2.629553	2.379659
ENSMUSG00000030708_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030711_at	9.387143	8.993472	9.299107	8.483652
ENSMUSG00000030713_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000030714_at	5.693511	5.956108	6.153008	5.693511
ENSMUSG00000030717_at	8.383178	8.308283	8.044016	7.66662
ENSMUSG00000030718_at	7.042275	7.042275	7.042275	7.042275
