GSM356334	GSM356337	GSM356335	GSM356336
Myom1	2.321928	2.321928	2.321928	2.321928
Myom2	4.43803	5.77142	3.582613	4.43803
Myorg	8.121002	7.164025	6.087557	8.096917
Myot	2.321928	2.321928	2.321928	2.321928
Myoz1	2.321928	2.321928	2.321928	2.321928
Myoz2	2.321928	2.321928	2.321928	2.321928
Myoz3	2.321928	2.321928	2.321928	2.321928
Mypn	2.321928	2.321928	2.321928	2.321928
Mypop	2.531377	2.531377	2.531377	2.531377
Myrfl	2.321928	2.321928	2.321928	2.321928
Myrip	2.321928	2.321928	3.184987	2.321928
Mysm1	5.858835	5.844681	6.35442	5.070689
Myt1l	2.321928	2.321928	2.321928	2.321928
Myzap	2.321928	2.462553	2.321928	2.321928
Mzb1	2.321928	2.321928	2.655707	2.321928
Mzf1	2.321928	2.321928	2.321928	2.321928
Mzt2	8.05939	8.196793	9.012816	8.461924
N4bp1	5.94581	5.94581	5.729579	6.394309
N4bp2	2.321928	2.321928	2.321928	2.321928
N4bp2l1	5.995901	6.128869	5.995901	5.931782
N4bp3	2.321928	2.321928	2.321928	2.321928
N6amt1	2.321928	2.321928	2.321928	2.321928
Naa10	5.802897	5.79152	4.698591	5.535105
Naa11	2.321928	2.321928	2.321928	2.321928
Naa15	6.922856	6.728642	6.43342	6.728642
Naa16	4.220231	4.809986	4.872244	4.812921
Naa25	4.974275	5.357926	5.357926	5.453398
Naa30	7.650323	7.6548	7.141137	7.65143
Naa35	7.157633	6.983088	6.702086	7.557605
Naa38	9.807821	9.817324	8.207173	9.761113
Naa40	7.681163	7.384079	6.488771	7.493591
Naa50	8.140699	7.923062	8.234922	8.141014
Naaa	3.314225	3.314225	3.314225	3.314225
Naalad2	3.304074	3.304074	3.304074	3.304074
Nab1	7.041252	7.04868	7.070393	7.126041
Nab2	2.321928	2.321928	2.321928	2.321928
Nabp1	5.269838	4.710051	2.523096	6.19776
Nabp2	7.640248	7.630012	7.212494	6.813842
Nacad	2.321928	2.321928	2.321928	2.321928
Nacc1	2.759144	2.759144	3.533276	2.759144
Nacc2	5.463872	5.597624	5.24505	5.463872
Nadk	8.801915	8.575949	8.129434	9.471413
Nadk2	6.913203	6.568265	6.485616	7.071254
Nadsyn1	6.576912	5.33433	5.453918	6.912622
Nae1	9.487222	9.424653	10.435659	9.904735
Naf1	8.13993	8.108803	8.507743	8.070591
Naga	7.876752	7.772296	7.539418	7.083818
Nagk	8.786921	8.797268	7.517918	8.233981
Naglu	8.53589	8.116364	7.950083	8.467294
Nagpa	2.547815	2.547815	2.547815	2.547815
Nags	2.321928	2.321928	2.321928	2.321928
Naif1	2.321928	2.321928	2.321928	2.321928
Naip1	2.321928	2.321928	2.321928	2.321928
Naip5	2.321928	2.321928	2.321928	2.321928
Nampt	10.595069	10.136484	10.619261	9.78937
Nanog	2.321928	4.960294	2.321928	2.321928
Nanos1	2.321928	2.321928	2.321928	2.321928
Nans	2.321928	2.321928	2.321928	2.321928
Nap1l4	9.090101	8.809037	8.679942	8.48108
Napa	6.451684	6.333601	6.416672	6.495581
Napb	2.321928	2.321928	2.321928	2.321928
Napepld	2.321928	2.321928	2.321928	2.321928
Napg	6.912624	7.02137	7.187837	6.868191
Naprt	8.613615	8.716979	8.335324	8.615456
Napsa	13.511761	13.573363	12.821541	13.199278
Narf	2.321928	2.321928	2.321928	2.321928
Nars	10.018046	9.878463	10.13692	10.064973
Nars2	3.133333	3.133333	3.133333	3.133333
Nasp	2.321928	2.321928	2.321928	2.321928
Nat1	2.321928	2.321928	2.321928	2.321928
Nat10	3.619682	3.619682	3.619682	3.619682
Nat14	2.321928	2.321928	2.321928	2.321928
Nat2	7.481755	6.977687	8.375269	8.510253
Nat3	2.321928	2.321928	2.321928	2.321928
Nat8	11.46629	11.213562	12.040057	12.497754
Nat8f1	11.859964	11.721335	9.622237	12.278082
Nat8f2	2.321928	2.321928	2.321928	5.025223
Nat8f3	10.069579	8.6268	9.498888	10.925177
Nat8f4	2.321928	2.321928	2.321928	2.321928
Nat8l	2.321928	2.321928	2.321928	2.321928
Nat9	3.890393	3.776353	3.776353	3.776353
Natd1	8.355101	8.434135	8.826444	8.355826
Nav1	4.69049	5.78033	5.370162	4.384827
Nav2	2.321928	2.321928	2.321928	2.321928
Nav3	2.321928	2.321928	2.321928	2.321928
Naxd	9.889235	10.055717	10.152324	10.632694
Naxe	10.301502	9.941808	8.863942	10.02355
Nbas	2.321928	2.321928	2.321928	2.321928
Nbea	7.795905	8.060453	8.129031	7.080317
Nbeal1	10.147858	9.648221	8.892738	9.239333
Nbeal2	2.321928	2.321928	2.321928	2.321928
Nbl1	2.321928	2.321928	4.331471	2.321928
Nbn	6.423491	6.180126	6.38948	6.676689
Nbr1	9.970448	9.833938	10.201285	10.098877
Ncald	6.126328	6.668278	6.043925	6.126328
Ncam1	2.321928	2.321928	2.321928	2.321928
Ncam2	2.321928	2.321928	2.321928	2.321928
Ncan	2.321928	2.321928	2.321928	2.321928
Ncapd2	2.321928	2.321928	2.321928	2.321928
Ncapd3	3.611945	3.611945	3.611945	3.611945
Ncapg	2.321928	2.321928	2.321928	2.321928
Ncaph	2.321928	2.321928	2.321928	2.321928
Ncaph2	2.321928	2.321928	2.327915	2.321928
Ncbp1	7.728241	7.794914	7.636443	8.406383
Ncbp2	7.467144	7.262969	5.007485	7.151575
Ncbp3	5.812365	5.825255	6.684224	5.597393
Nccrp1	2.321928	2.321928	2.321928	2.321928
Ncdn	4.402089	4.399914	4.399914	3.817401
Nceh1	8.171619	8.026641	7.624558	8.795952
Ncf1	2.321928	2.321928	2.321928	2.321928
Ncf2	2.321928	2.321928	2.321928	2.321928
Ncf4	2.321928	2.321928	2.321928	2.321928
Nck1	5.584205	5.246255	3.988792	5.246255
Nck2	2.321928	2.321928	2.321928	2.321928
Nckap1	11.223506	11.110432	11.176727	11.341283
Nckap1l	2.321928	2.321928	2.427744	2.321928
Nckap5l	2.321928	2.321928	2.321928	2.321928
Nckipsd	3.786624	3.584299	4.238199	3.786624
Ncl	9.923438	9.923891	10.233579	9.274957
Ncln	6.686546	6.686546	6.488506	6.828307
Ncmap	2.321928	2.321928	2.321928	2.321928
Ncoa1	8.770388	8.963315	9.084984	8.807394
Ncoa2	2.321928	2.321928	2.321928	2.321928
Ncoa3	6.025159	6.025159	7.321569	6.651232
Ncoa5	2.321928	2.321928	2.321928	2.321928
Ncoa6	8.211313	8.043593	8.85485	7.697439
Ncoa7	9.083388	8.871077	7.234327	9.227722
Ncor1	9.159548	9.309485	9.505187	9.589919
Ncor2	4.94275	4.94275	4.94275	4.94275
Ncr1	2.321928	2.321928	2.321928	2.321928
Ncs1	2.321928	2.321928	2.321928	2.321928
Ncstn	7.57046	7.221564	7.125786	7.117434
ND5	13.914408	14.009588	13.905285	13.924755
Ndc1	5.156568	4.372213	4.228642	4.878657
Ndc80	2.321928	2.321928	2.321928	2.321928
Nde1	3.444172	3.041034	3.444172	4.264983
Ndel1	8.169931	8.354394	8.719043	8.881322
Ndfip1	11.607524	11.502751	11.538585	11.861512
Ndfip2	9.906835	9.537531	10.021834	10.141194
Ndn	3.254988	2.847665	2.748217	2.748217
Ndnf	2.321928	2.321928	2.321928	2.321928
Ndor1	2.321928	2.321928	2.321928	2.321928
Ndp	2.321928	2.321928	2.321928	2.321928
Ndrg1	12.397466	12.588579	13.143198	13.00373
Ndrg2	8.7229	9.386547	10.228285	9.016581
Ndrg3	7.878255	7.736652	7.259595	7.963394
Ndrg4	3.915115	4.724516	3.572851	3.480497
Ndst1	9.500491	9.570169	9.429234	9.499546
Ndst2	6.167127	6.167127	6.181447	6.341816
Ndst3	2.321928	2.321928	2.321928	2.321928
Ndst4	2.321928	2.321928	2.321928	2.321928
Ndufa1	12.727912	12.728123	12.357201	12.678409
Ndufa10	11.84719	11.715337	11.424847	12.098814
Ndufa11	10.933054	10.87558	10.227029	10.624947
Ndufa12	10.669755	10.795624	10.502914	10.497513
Ndufa13	12.965054	13.147071	12.687435	13.075094
Ndufa2	11.54389	11.79469	11.181325	11.156298
Ndufa3	11.353016	11.33853	10.492263	11.08314
Ndufa4	12.283403	12.228912	11.455859	12.01123
Ndufa4l2	2.321928	2.321928	2.321928	2.321928
Ndufa5	11.559005	11.729237	11.369721	11.414916
Ndufa6	11.501603	11.399114	10.851314	11.219421
Ndufa7	11.092403	11.069742	10.997195	11.167184
Ndufa8	11.706365	11.587192	11.307068	11.669732
Ndufa9	11.945487	12.063617	11.340755	11.867928
Ndufaf1	7.162136	7.458743	6.071427	7.717838
Ndufaf2	7.804755	7.270907	7.125795	7.439924
Ndufaf3	7.72351	7.630469	6.068949	7.969404
Ndufaf4	8.810292	8.615553	7.503158	8.658903
Ndufaf5	3.081334	3.081334	2.455511	3.552796
Ndufaf6	8.026616	8.188294	7.722468	8.554952
Ndufaf7	7.843124	8.084262	7.391533	8.16492
Ndufb10	11.952055	11.938996	11.05155	11.627891
Ndufb11	12.064033	12.162889	11.956028	12.118695
Ndufb11b	2.321928	2.321928	2.321928	2.321928
Ndufb2	11.382563	11.391242	10.482372	11.380955
Ndufb3	10.17482	10.267794	10.275827	10.537866
Ndufb5	11.693143	11.701898	11.250698	11.599027
Ndufb6	11.42291	11.181856	11.023756	11.314329
Ndufb7	11.267955	11.270756	10.283444	10.44811
Ndufb8	12.374804	12.380864	11.975935	12.331701
Ndufb9	12.622182	12.67516	12.267416	12.682359
Ndufc1	11.292977	11.095308	10.262875	11.006362
Ndufc2	11.369483	11.443391	11.316143	11.458934
Ndufs1	11.212121	10.993151	10.805795	11.530896
Ndufs2	11.842271	12.01859	11.651353	11.46785
Ndufs4	10.029781	9.865143	9.75731	9.900565
Ndufs5	9.397721	9.505643	9.058037	9.599186
Ndufs6	11.035298	11.042319	10.498771	10.693156
Ndufs7	11.172292	11.264521	10.443623	11.071911
Ndufs8	11.97073	11.760274	10.981874	11.696074
Ndufv1	10.775789	10.880408	10.333673	10.721122
Ndufv2	12.005218	12.165563	11.636405	11.800151
Ndufv3	11.299838	11.385687	10.768969	11.335595
Nebl	2.321928	2.321928	2.321928	2.321928
Necab1	2.321928	2.321928	2.321928	2.321928
Necab2	2.321928	2.321928	2.321928	2.321928
Necab3	2.321928	2.321928	2.321928	2.321928
Necap1	6.70362	6.85693	6.85693	7.113777
Necap2	7.297284	7.267953	7.297284	7.333506
Nectin1	2.321928	2.321928	2.321928	2.321928
Nectin2	6.72046	6.75099	6.896077	6.002538
Nectin3	8.996841	8.996841	8.595283	9.154505
Nectin4	2.321928	2.321928	2.321928	2.321928
Nedd1	6.289414	5.952142	5.185361	6.28332
Nedd4	10.674543	10.106782	10.399612	10.551798
Nedd4l	9.526124	9.379679	9.865339	9.124084
Nedd8	10.993125	10.937921	10.727694	10.89137
Nedd9	4.42201	4.42201	3.151373	4.42201
Nefl	2.321928	2.321928	2.321928	2.321928
Nefm	2.321928	2.321928	2.321928	2.321928
Neil1	5.130697	5.093989	5.130697	5.167405
Neil3	2.321928	2.321928	2.787013	2.321928
Nek1	4.366162	4.617137	4.344849	4.366162
Nek2	4.795715	4.178596	5.493201	5.002163
Nek3	3.233357	3.233357	3.233357	3.233357
Nek4	2.321928	2.321928	2.321928	2.321928
Nek5	2.321928	2.321928	2.321928	2.321928
Nek6	2.321928	2.321928	4.181164	2.321928
Nek7	9.817743	10.483649	11.172523	10.598574
Nek8	2.321928	2.321928	2.321928	2.321928
Nek9	8.700346	8.548046	8.468578	8.507792
Nelfa	7.181785	7.117631	7.989109	8.230461
Nelfb	9.013924	9.031352	9.019311	9.22351
Nelfcd	7.008444	7.048812	6.757595	6.976468
Nelfe	8.337596	8.556612	7.563054	8.030223
Nell1	2.321928	2.321928	2.321928	2.321928
Nell2	2.321928	2.321928	2.321928	2.321928
Nemf	8.200468	8.530102	8.760257	8.549681
Nemp2	2.321928	2.321928	2.321928	2.321928
Nenf	6.487577	5.9016	5.675435	5.315713
Neo1	7.024128	7.103513	7.830613	7.103513
Nepn	6.539618	6.938727	3.7588	6.498813
Nepro	2.321928	2.321928	3.950827	2.321928
Nes	2.321928	2.321928	2.321928	2.321928
Net1	8.370684	8.312228	9.275217	8.42187
Neto1	2.321928	2.321928	2.321928	2.321928
Neto2	2.321928	2.321928	2.321928	2.321928
Neu1	10.545786	10.49745	9.831075	11.299349
Neu3	2.321928	2.321928	2.321928	2.321928
Neurl1a	2.321928	2.321928	2.321928	2.321928
Neurl2	2.632556	2.632556	2.632556	2.632556
Neurl3	2.321928	2.321928	2.321928	2.321928
Neurl4	9.233813	8.977976	5.859489	8.829807
Neurod1	2.321928	2.321928	2.321928	2.321928
Neurod2	2.321928	2.321928	2.321928	2.321928
Neurod4	2.321928	2.321928	2.321928	2.321928
Neurod6	2.321928	2.321928	2.321928	2.321928
Neurog1	2.321928	2.321928	2.321928	2.321928
Neurog2	2.321928	2.321928	2.321928	2.321928
Neurog3	2.321928	2.321928	2.321928	2.321928
Nexmif	2.321928	2.321928	2.321928	2.321928
Nf1	2.321928	2.321928	2.321928	2.321928
Nf2	2.321928	2.321928	2.321928	2.321928
Nfam1	2.321928	2.321928	2.321928	2.321928
Nfasc	2.321928	2.321928	2.321928	2.321928
Nfat5	2.321928	2.321928	2.321928	2.321928
Nfatc1	2.321928	2.321928	2.321928	2.321928
Nfatc2	2.321928	2.321928	2.321928	2.321928
Nfatc3	5.544513	5.860186	5.860186	6.229819
Nfatc4	2.321928	2.321928	2.321928	2.321928
Nfe2	2.321928	2.321928	2.321928	2.321928
Nfe2l1	7.959139	8.295542	8.642066	7.735447
Nfe2l2	10.247465	10.024525	5.533895	10.053993
Nfe2l3	2.321928	2.321928	2.321928	2.321928
Nfia	5.11325	5.11325	5.11325	5.11325
Nfib	9.683941	9.913595	8.71343	8.464928
Nfic	5.148972	5.683584	4.361473	4.429477
Nfil3	2.321928	2.321928	7.954146	2.321928
Nfix	8.293995	8.80493	8.576452	7.914709
Nfkb1	7.355854	7.122522	6.927774	7.085773
Nfkb2	2.321928	2.321928	2.321928	2.321928
Nfkbia	9.297206	9.026439	11.09351	8.071655
Nfkbib	2.321928	2.321928	2.321928	2.321928
Nfkbid	2.321928	2.321928	2.321928	2.321928
Nfkbie	2.321928	2.321928	2.321928	2.321928
Nfkbil1	2.37914	2.37914	2.474493	2.37914
Nfkbiz	3.946912	3.946912	4.15619	3.737634
Nfrkb	3.757739	3.757739	4.948083	3.757739
Nfs1	9.508269	9.255105	9.255105	9.957938
Nfu1	9.056511	9.006206	8.994164	9.274115
Nfx1	3.847337	3.847337	3.898852	3.847337
Nfxl1	6.182625	6.182625	7.084683	6.11855
Nfya	3.173695	3.173695	3.173695	3.330527
Nfyb	2.901475	2.901475	4.583398	2.901475
Ngb	2.321928	2.321928	2.321928	2.321928
Ngdn	8.061266	8.324696	9.096213	8.077373
Ngef	7.06184	7.280101	6.605557	6.890257
Ngf	2.321928	2.321928	2.325703	2.321928
Ngfr	2.321928	2.321928	2.321928	2.321928
Ngly1	9.56493	9.324102	9.263087	9.728678
Ngp	2.321928	2.321928	3.301922	2.321928
Ngrn	8.520247	8.787611	8.716846	8.649727
Nhej1	2.678297	3.028405	3.379653	3.671673
Nhlh1	2.321928	2.321928	2.321928	2.321928
Nhlh2	2.321928	2.321928	2.321928	2.321928
Nhlrc2	7.562861	7.454512	7.864464	7.492602
Nhp2	8.615383	8.577244	8.892938	9.728638
Niban1	2.321928	2.321928	2.96924	2.321928
Niban2	7.713114	7.943482	8.634727	7.376002
Nicn1	7.732791	7.604856	6.417044	7.980212
Nid1	7.450176	7.253153	7.253153	6.880467
Nid2	4.605951	4.149433	4.554642	4.527903
Nif3l1	6.0301	6.501601	6.510685	7.30366
Nifk	6.6998	6.918644	6.6998	6.549081
Nin	3.976811	3.976811	3.976811	4.248287
Ninj1	9.934306	9.781259	10.257779	10.197704
Ninj2	2.321928	2.321928	2.321928	2.321928
Nip7	7.367274	7.411787	7.548884	7.458375
Nipa1	4.969103	4.969103	4.460099	4.969103
Nipa2	8.009929	7.253114	7.531049	8.125462
Nipal1	2.321928	2.321928	2.395859	2.321928
Nipal2	6.796889	6.984236	7.544478	8.003857
Nipal3	5.708192	6.141713	5.160692	5.294996
Nipal4	2.321928	2.321928	2.321928	2.321928
Nipbl	6.418497	6.896519	7.076664	6.743701
Nipsnap1	10.199654	10.203585	9.824702	10.633566
Nipsnap2	8.030424	8.227086	8.304341	7.049908
Nipsnap3a	2.321928	2.321928	2.321928	2.321928
Nipsnap3b	8.553426	7.895495	8.21257	8.538874
Nisch	8.142354	8.307811	9.526308	8.044844
Nit1	9.068002	9.059209	9.160521	9.706497
Nit2	10.070384	9.684319	8.545265	10.124621
Nkain4	2.321928	2.321928	2.35153	2.321928
Nkap	2.328674	2.328674	2.328674	2.328674
Nkapd1	5.672718	5.643833	5.816341	4.960146
Nkapl	2.321928	2.321928	2.321928	2.321928
Nkd1	2.321928	2.321928	2.321928	2.321928
Nkd2	2.321928	2.321928	2.321928	2.321928
Nkg7	2.321928	2.321928	2.321928	2.321928
Nkiras1	8.539955	8.442672	7.658679	8.674841
Nkiras2	8.167308	8.167308	8.218826	8.157359
Nkpd1	2.321928	2.321928	2.321928	2.321928
Nkrf	2.321928	2.321928	2.321928	2.321928
Nktr	6.493055	6.493055	7.568978	6.479094
Nkx1-2	2.321928	2.321928	2.321928	2.321928
Nkx2-1	2.321928	2.321928	2.321928	2.321928
Nkx2-2	2.321928	2.321928	2.321928	2.321928
Nkx2-3	2.321928	2.321928	2.321928	2.321928
Nkx2-4	2.321928	2.321928	2.321928	2.321928
Nkx2-5	2.321928	2.321928	2.321928	2.321928
Nkx2-6	2.321928	2.321928	2.321928	2.321928
Nkx3-1	2.321928	2.321928	2.321928	2.321928
Nkx6-1	2.321928	2.321928	2.321928	2.321928
Nkx6-2	2.321928	2.321928	2.321928	2.321928
Nkx6-3	2.321928	2.321928	2.321928	2.321928
Nle1	2.321928	2.321928	2.321928	2.321928
Nlgn1	2.321928	2.321928	2.321928	2.321928
Nlgn2	2.321928	2.321928	2.537637	2.321928
Nlgn3	3.89067	3.89067	3.89067	3.89067
Nlk	7.20409	7.298914	6.156572	7.182326
Nln	6.669024	6.052022	6.129011	6.687734
Nlrc3	2.321928	2.321928	2.867262	2.321928
Nlrc5	2.321928	2.321928	2.321928	2.321928
Nlrp14	2.321928	2.321928	2.321928	2.321928
Nlrp3	2.321928	2.321928	2.321928	2.321928
Nlrp4a	2.321928	2.321928	2.321928	2.321928
Nlrp4b	2.321928	2.321928	2.321928	2.321928
Nlrp4c	2.321928	2.321928	2.321928	2.321928
Nlrp4e	2.321928	2.321928	2.321928	2.321928
Nlrp4f	2.321928	2.321928	2.321928	2.321928
Nlrp5-ps	2.321928	2.321928	2.321928	2.321928
Nlrp5	2.321928	2.321928	2.321928	2.321928
Nlrp6	8.382772	9.04762	8.433433	8.927931
Nlrp9a	2.321928	2.321928	2.321928	2.321928
Nlrp9b	2.321928	2.321928	2.321928	2.321928
Nlrp9c	2.321928	2.321928	2.321928	2.321928
Nlrx1	5.760257	6.07967	5.362489	5.778169
Nmb	2.475023	2.707442	5.366323	2.707442
Nmbr	2.321928	2.321928	2.321928	2.321928
Nmd3	8.156042	7.780031	8.52835	7.756414
Nme1	10.285719	10.237968	9.906517	10.579239
Nme3	8.150135	8.325407	6.724018	8.413993
Nme4	2.321928	2.321928	2.321928	2.321928
Nme5	2.745838	2.745838	2.745838	2.745838
Nme6	2.321928	2.321928	2.321928	2.321928
Nme7	6.010567	5.809058	5.056324	5.886949
Nme8	2.321928	2.321928	2.321928	2.321928
Nmi	6.485546	6.807153	6.742497	6.574166
Nmnat1	6.531092	6.993208	4.008931	7.204434
Nmnat2	2.321928	2.321928	2.321928	2.321928
Nmnat3	6.508477	6.508477	6.529748	7.057816
Nmral1	2.321928	2.321928	2.321928	2.321928
Nmrk2	2.321928	2.321928	2.321928	2.321928
Nmt1	7.41207	7.41207	7.417775	7.458646
Nmt2	2.329636	2.329636	2.337343	2.329636
Nmu	2.321928	2.321928	2.321928	2.321928
Nmur1	2.321928	2.321928	2.321928	2.321928
Nmur2	2.321928	2.321928	2.321928	2.321928
Nnat	2.321928	2.321928	2.321928	3.761709
Nnmt	2.321928	2.321928	2.321928	2.321928
Nnt	11.533011	11.600166	10.89235	11.240438
Noa1	7.454091	7.471405	6.96077	7.715058
Nob1	5.325722	5.261733	5.325722	5.325722
Nobox	2.321928	2.321928	2.321928	2.321928
Noc3l	2.321928	2.321928	2.321928	3.166342
Noc4l	5.953097	5.672881	6.09995	5.965773
Noct	9.257246	8.526671	9.951846	6.769816
Nod1	2.321928	2.321928	2.321928	2.321928
Nodal	2.321928	2.321928	2.321928	2.321928
Nog	2.321928	2.321928	2.321928	2.321928
Nol10	2.321928	2.321928	2.321928	2.321928
Nol11	5.265502	5.072219	5.265502	5.478314
Nol12	3.413363	3.413363	3.413363	3.413363
Nol3	2.321928	2.321928	2.321928	2.321928
Nol4	2.321928	2.321928	2.321928	2.321928
Nol4l	2.321928	2.321928	2.321928	2.321928
Nol6	3.338375	3.338375	3.338375	3.338375
Nol7	6.863237	6.863237	6.82374	6.895092
Nol8	2.834337	2.834337	2.69896	2.834337
Nol9	2.321928	2.321928	2.321928	2.321928
Nolc1	2.892305	2.892305	2.892305	2.892305
Nomo1	6.808521	6.808521	6.743067	6.855094
Nop10	10.63913	10.790229	10.596367	10.908459
Nop14	6.700163	6.823462	7.551714	6.823462
Nop16	3.639453	3.639453	3.639453	3.639453
Nop2	4.875332	4.763527	3.967666	4.763527
Nop53	9.654415	9.573826	9.865676	9.188815
Nop58	3.476896	3.476896	3.476896	3.476896
Nop9	6.079205	6.079205	6.079205	6.079205
Nopchap1	5.848927	5.75495	6.902438	6.633641
Nos1	2.321928	2.321928	2.321928	2.321928
Nos1ap	2.321928	2.321928	2.321928	2.321928
Nos2	2.321928	2.321928	2.321928	2.321928
Nos3	2.710431	2.655638	2.988356	2.740577
Nosip	3.450752	3.477392	3.510831	3.50316
Nostrin	2.321928	2.321928	2.321928	2.321928
Notch1	2.670203	2.670203	2.670203	2.670203
Notch2	2.321928	2.321928	2.321928	2.321928
Notch3	4.312531	4.312531	4.312531	4.312531
Notch4	5.344681	5.255339	5.255339	5.185062
Notum	6.807974	6.956783	6.82029	7.539722
Nova1	2.321928	2.321928	2.321928	2.321928
Nova2	2.321928	2.321928	2.321928	2.321928
Nox4	11.771384	11.08704	10.17799	11.455683
Noxo1	2.321928	2.321928	2.321928	2.321928
Noxred1	2.321928	2.321928	2.321928	2.321928
Npas1	2.321928	2.321928	2.321928	2.321928
Npas2	2.321928	2.321928	2.321928	2.321928
Npas3	2.321928	2.321928	2.321928	2.321928
Npas4	2.321928	2.321928	2.321928	2.321928
Npb	2.321928	2.321928	2.321928	2.321928
Npc1	4.767895	4.767895	5.41011	4.767895
Npc1l1	2.321928	2.321928	2.321928	2.321928
Npc2	10.125539	10.125539	10.785516	10.125539
Npdc1	7.545615	7.085636	7.64393	6.649622
Npepl1	8.214554	8.667853	8.423788	8.468289
Npepps	7.725939	7.889963	7.948444	7.989364
Npff	2.321928	2.321928	2.321928	2.321928
Npffr2	2.321928	2.321928	2.321928	2.321928
Nphp1	7.337243	7.337243	7.32361	7.356629
Nphp3	11.502045	11.159165	11.165716	11.432676
Nphp4	2.321928	2.321928	2.321928	2.321928
Nphs1	2.759351	2.847918	2.51164	2.759351
Nphs2	8.617002	8.908316	7.382122	8.306835
Npl	7.756985	6.752731	6.277441	6.991997
Nploc4	6.961771	7.046948	7.371798	7.494524
Npnt	4.167559	4.796803	4.167559	4.167559
Nppa	2.321928	2.321928	2.321928	2.321928
Nppb	2.321928	2.321928	2.340929	2.321928
Nppc	2.321928	2.321928	2.321928	2.321928
Npr1	2.321928	2.321928	2.321928	2.321928
Npr2	7.676155	8.191236	7.344589	7.302116
Npr3	2.321928	2.321928	2.321928	2.321928
Nprl2	8.207667	8.141965	7.231138	8.335764
Nprl3	5.42692	4.891848	3.954365	5.934712
Nptn	11.032211	10.728301	10.144542	10.508195
Nptx1	2.321928	2.321928	3.392094	2.321928
Nptx2	2.321928	2.321928	2.321928	2.321928
Nptxr	2.321928	2.321928	2.321928	2.321928
Npvf	2.321928	2.321928	2.321928	2.321928
Npy	2.321928	2.321928	2.321928	2.321928
Npy1r	2.321928	2.321928	2.598571	2.321928
Npy2r	2.321928	2.321928	2.321928	2.321928
Npy4r	2.321928	2.321928	2.321928	2.321928
Npy5r	2.321928	2.321928	2.321928	2.321928
Npy6r	2.321928	2.321928	2.321928	2.321928
Nqo2	6.808914	6.754472	5.849347	7.297293
Nr0b1	2.321928	2.321928	2.321928	2.321928
Nr0b2	2.321928	2.321928	2.321928	2.321928
Nr1d1	5.306542	7.258768	9.754629	6.541937
Nr1d2	9.530908	9.119891	9.323749	8.561231
Nr1h2	8.872116	8.647356	8.458986	8.894606
Nr1h3	7.046593	6.961498	6.313387	7.018553
Nr1h4	9.437795	9.373157	10.274675	10.288819
Nr1i2	2.321928	2.321928	2.321928	2.321928
Nr1i3	2.321928	2.321928	2.321928	2.321928
Nr2c1	3.826577	3.090028	2.730668	3.867141
Nr2c2	2.321928	2.321928	2.321928	3.481164
Nr2c2ap	3.163626	2.806248	4.260439	4.214852
Nr2e1	2.321928	2.321928	2.321928	2.321928
Nr2e3	2.321928	2.321928	2.321928	2.321928
Nr2f1	4.607613	5.916963	4.379037	4.059495
Nr2f2	8.832766	9.362596	8.824227	8.482809
Nr2f6	8.421704	8.464236	7.953585	8.454889
Nr3c1	7.18561	6.7697	6.074961	6.848606
Nr4a1	6.37006	3.520116	6.651795	3.520116
Nr4a2	2.321928	2.321928	2.321928	2.321928
Nr4a3	2.321928	2.321928	2.321928	2.321928
Nr5a1	2.321928	2.321928	2.321928	2.321928
Nr5a2	2.321928	2.321928	2.321928	2.321928
Nr6a1	2.321928	2.321928	2.321928	2.321928
Nradd	2.321928	2.321928	2.321928	2.321928
Nrap	2.321928	2.321928	2.321928	2.321928
Nras	6.326234	6.306439	6.306439	6.17465
Nrbp1	7.847055	7.871195	8.131628	7.550643
Nrbp2	8.274405	7.874484	8.536976	7.13015
Nrcam	2.321928	2.321928	2.321928	2.321928
Nrd1	8.424255	8.418256	8.361272	8.020177
Nrde2	7.060307	7.31106	7.739754	7.145818
Nrf1	2.321928	2.321928	2.321928	2.321928
Nrg2	2.321928	2.321928	2.321928	2.321928
Nrg3	2.321928	2.321928	2.321928	2.321928
Nrg4	2.321928	2.321928	2.321928	2.321928
Nrgn	2.321928	2.321928	2.321928	2.321928
Nrip1	8.348817	8.360768	8.920786	8.683822
Nrip2	2.321928	2.321928	2.321928	2.321928
Nrip3	2.321928	2.321928	2.321928	2.321928
Nrk	2.321928	2.321928	2.321928	2.321928
Nrl	2.321928	2.321928	2.321928	2.321928
Nrm	2.321928	2.321928	2.321928	2.321928
Nrn1	2.321928	2.321928	2.321928	2.321928
Nrn1l	2.321928	2.321928	2.321928	2.321928
Nrp1	9.457093	9.917349	8.495163	9.006415
Nrp2	5.706274	5.872333	5.706274	5.71682
Nrros	2.321928	2.321928	2.321928	2.321928
Nrsn1	2.321928	2.321928	2.321928	2.321928
Nrsn2	2.321928	2.321928	2.321928	2.321928
Nrtn	5.61164	5.61164	5.61164	5.61164
Nrxn1	2.321928	2.321928	2.321928	2.321928
Nrxn2	2.321928	2.321928	2.321928	2.321928
Nrxn3	2.321928	2.321928	2.321928	2.321928
Nsd1	2.321928	2.321928	2.321928	2.321928
Nsd2	2.321928	2.321928	2.321928	2.321928
Nsd3	2.321928	2.321928	2.321928	2.321928
Nsdhl	9.379185	8.821407	9.581861	10.455061
Nsf	7.256751	7.091068	7.058833	7.455549
