	GSM356334	GSM356335	GSM356336	GSM356337
Paf1	7.20945731874015	7.27351709596601	6.91090699906149	7.36755502168446
Rgs10	6.6188276147716	7.3216164685811	6.70869908256098	6.4434871536628
1110038F14Rik	7.6843711276542	7.62731594497008	7.60574332007551	7.7738448083856
Wdr74	8.43711363050274	8.2970764598082	8.58680640960898	8.16901412560287
Hspbp1	8.43450367231337	7.86763342879807	8.09418262704871	8.36727222759387
Rps6ka1	9.06540701597626	9.06933017142611	9.16294546225086	9.09391425702734
Parp9	8.26617507083599	8.29425749216295	8.06727370211304	8.04149559670601
Nucb1	10.286179177072	9.82491122675651	10.1819750126477	10.1796871359732
Guca2a	6.81469249205336	6.53072469961316	6.42050239274427	6.80954309778167
Pigyl	8.3551050006411	7.60722538229702	8.23522675491811	8.3729905097279
Dnajc15	10.4198581886713	9.35005600621755	9.92380574022395	10.1632021274932
Ces1c	3.99586546097026	3.98298431662449	4.18478829810549	4.27223949535404
Msh6	7.5750532582027	7.14992947387935	7.30094304176878	7.18733110909686
Elf3	7.94080262315509	7.37659037116334	7.0690757474121	7.50635376196307
1700123O20Rik	9.44765319701534	8.91655430775911	9.40133865311111	9.30117970432505
